price,first_name,last_name,above_100
271.0984188,Michele,Harvey,True
186.971541,Teresa,Collins,True
128.2066648,Jonathan,Leblanc,True
209.8417398,Stephanie,Morgan,True
67.48301306,Michael,Duran,False
193.3728586,Daniel,Cannon,True
157.4052214,Kayla,Butler,True
162.6953645,Jimmy,Harrell,True
32.984417,Jeffery,Fuentes,False
280.9708055,Lucas,Rivera,True
197.9575702,Mark,Le,True
92.37292177,Taylor,Myers,False
41.58251872,Robert,Berger,False
71.28349376,Victor,White,False
59.57791041,Caroline,Powell,False
225.3624114,Erica,Austin,True
260.1867786,Douglas,Henry,True
45.66425505,Monica,Miller,False
42.84980233,Kimberly,Martin,False
184.2056338,Felicia,Larson,True
19.26672707,Cassandra,Frazier,False
119.0145624,Heather,Phelps,True
181.2802443,John,Hart,True
84.42598279,Meredith,Moore,False
24.78342559,Isabel,Pratt,False
269.9902036,Misty,Martin,True
64.72664573,Jessica,Richards,False
174.2986324,Margaret,Campbell,True
47.5799292,Michael,Frazier,False
115.6658502,Michael,Sharp,True
152.2234362,Cindy,Pena,True
153.4779672,Jacob,Dominguez,True
66.56588387,Cody,Scott,False
118.1952751,Nicole,Coffey,True
155.4661092,Crystal,Snyder,True
285.0975409,Matthew,Love,True
188.1094588,Marcus,Ortega,True
99.20589923,Jason,Jackson,False
58.31985367,Daniel,Ramos,False
200.3855625,Raymond,Wilson,True
170.9951265,Lindsey,Garcia,True
40.46338096,Donna,Orr,False
5.929938406,Wendy,Horn,False
90.33380664,Mario,Mclaughlin,False
20.67124478,Benjamin,Barron,False
33.79532722,Mark,Moss,False
82.87258331,Travis,Garza,False
0.942247688,George,Lopez,False
69.59826205,Gabriel,Barnes,False
214.52403,Daniel,Johnson,True
158.7827112,Mitchell,Davis,True
56.21176867,Mark,White,False
115.2422325,Michael,Foster,True
66.64708198,Pamela,Solis,False
0.006023502,Maxwell,Frost,False
67.87794806,Chad,Jones,False
228.5918739,Don,Mcdaniel,True
73.99054689,Lisa,Morrison,False
239.4386554,Jeffrey,Clark,True
128.2616391,Melissa,Santiago,True
21.57128968,Jason,Adams,False
263.6809245,Mrs.,Wendy Myers,True
99.62709317,Norman,Wade,False
215.0393467,Roberto,Brown,True
280.2032307,Casey,Wright,True
91.13816713,Juan,Rivera,False
268.5844733,Terry,Gallegos,True
153.2228831,Timothy,Jones,True
230.5178921,Sarah,Crawford,True
263.0958332,Christopher,Hammond,True
285.4035791,Ashley,Cantu,True
46.60501825,Mathew,Harris,False
193.4019531,David,Williams,True
184.8954159,Catherine,Novak,True
42.21066367,Jonathan,Cobb,False
98.44514553,Elizabeth,Alexander,False
77.16597054,Michelle,Fisher,False
180.0253758,David,Griffith,True
178.4727015,Suzanne,Murray,True
28.09527269,Antonio,Beasley,False
216.5892977,Terry,Hobbs,True
211.1899937,Kathleen,Chan,True
285.6616197,Audrey,Adkins,True
148.8803996,Jonathan,Patel,True
134.5542406,Micheal,Baker,True
164.6600325,Brandon,Stein,True
10.02846956,Annette,Douglas,False
269.1493543,Jeffery,Webb,True
200.0992596,Michael,Miller,True
127.0227848,Cassandra,Mcintyre,True
215.7370745,Brittany,Allen,True
79.41903827,Erin,Robinson,False
77.62412955,Anthony,Sims,False
51.50213971,Craig,Jones,False
228.6450015,Annette,Peterson,True
45.41500465,Victor,Reed,False
84.66811649,Nathan,Love,False
17.55060564,William,Chavez,False
203.3891368,Patrick,Kennedy,True
246.2089544,Andrea,Jones,True
59.39395122,Michele,Mathews,False
155.2585808,Yolanda,Romero,True
26.82615918,Abigail,Beck,False
261.934458,Christopher,Hughes,True
293.9955524,Kristina,Gutierrez,True
145.7719613,Cristina,Cervantes,True
32.81941552,Victor,Johnson,False
111.9234731,Lauren,Page,True
65.25318711,Charles,Orozco,False
30.27521428,Andrea,Bowen,False
213.5434658,Caleb,Smith,True
291.8448556,Christine,Bradford,True
128.3788861,Pamela,Lee,True
287.8604109,Ronald,Steele,True
123.3850543,Tami,Lynch,True
124.1799535,Thomas,Glenn,True
267.4989809,Melinda,Aguilar,True
1.752357195,Martin,Harris,False
139.0751757,Karen,Hunter,True
66.84670418,Donald,Leon,False
5.522938102,Frances,Lewis,False
182.3282967,Cesar,Jackson,True
69.4092923,Carla,Green,False
167.3410828,Angela,Le,True
66.38307671,Maria,Bryant,False
67.6363251,David,Cisneros,False
6.139394348,Amanda,Henderson DVM,False
299.6261389,Anthony,Choi,True
68.20083729,Ricardo,Barnes,False
125.0057838,Ashley,Davis,True
254.0100376,Patricia,Maxwell,True
52.69843399,Michael,Miller,False
191.6978083,Carla,Carter,True
268.245856,Rachael,Oliver,True
70.51295454,Donald,Gardner,False
227.6456093,Brad,Garcia,True
5.820828256,Megan,Smith,False
214.6144194,Anthony,Torres,True
201.4517221,Karen,Smith,True
68.36915651,Teresa,Robinson,False
58.53092312,Gregory,Morris,False
17.99530629,Lisa,Holmes,False
97.51500773,Lisa,Navarro,False
243.4277732,Sabrina,Michael,True
200.4123061,Susan,Matthews,True
51.5370261,John,Kim,False
189.5221667,Sara,Sutton,True
278.9105668,Jeremy,Glover,True
23.2168065,William,Carter,False
56.11154916,Krystal,Cortez,False
279.59954,Spencer,Mccarthy,True
104.5532918,Troy,Gardner,True
74.41065758,Peter,Flores,False
146.4098961,Angela,Shelton,True
108.6373043,John,Burgess,True
184.4642876,Aaron,Cook,True
211.3784263,Lisa,Dennis,True
298.8288141,Brenda,Navarro,True
9.281220883,Kayla,Hall,False
40.76078965,Katelyn,Conner,False
143.3930959,Alexandra,Bell,True
225.5158007,Ann,Wilson,True
263.6734719,Colleen,Snow,True
189.8902208,Mrs.,Lisa Pham,True
247.3829686,Scott,Taylor,True
210.8807336,Donald,Wood,True
143.5431985,Dawn,Salas,True
130.9109037,Aimee,Wilson,True
163.0410422,Dana,Reyes,True
154.7020471,Zoe,Robinson,True
5.450063924,Bradley,Ryan,False
82.65015724,Katherine,Hopkins,False
288.2269863,Brandon,Cervantes,True
178.2685547,Lisa,French,True
29.62228179,Justin,Johnson,False
126.1294179,Amanda,Johns,True
97.27702498,Ryan,Shea,False
189.1208858,Kyle,Hart,True
155.7406302,Kari,Jones,True
264.0155109,Matthew,White,True
26.05865282,Leah,King,False
102.6925911,Katherine,Bowers,True
115.5333546,Emily,Gonzalez,True
192.1510027,Dylan,Williamson,True
231.3469853,Matthew,Jordan,True
282.7309243,Corey,Williams,True
99.44804527,Deanna,Braun,False
184.4071906,Thomas,Harrell,True
88.63393734,Ronald,Schmidt,False
113.6281602,Thomas,Johnson,True
6.367848541,Angela,Lopez,False
25.28908649,Tina,Moore DDS,False
30.48874849,Ashley,Scott,False
142.4860124,Michelle,Higgins,True
280.1626254,Cynthia,Buck,True
169.9576392,Sandra,Baker,True
45.07753957,Amanda,Rivers,False
240.8597059,Amy,Cameron,True
172.4028299,John,Wood,True
116.3387688,Robert,Gonzalez,True
122.7698804,Kevin,White,True
68.86292703,Douglas,Martinez,False
212.2051744,Cynthia,Wright,True
156.6284971,Mike,Burton,True
103.3521319,Kelly,Suarez,True
176.7812897,Carla,Anderson,True
76.54600803,Crystal,Ewing,False
248.6881708,Rebekah,Brown,True
214.9826231,David,Love,True
58.33327125,Katie,Beltran,False
82.98169237,Charles,Collins,False
57.81080932,Timothy,Long,False
257.8598271,Kyle,Castro,True
201.2519498,Charles,Atkinson,True
243.9415433,Gregg,Robles,True
231.7140953,Joseph,Dodson,True
205.6853551,Richard,Morris,True
51.99516227,Joshua,Jones,False
297.680077,Kathryn,Ray,True
265.7787889,David,Barber,True
91.98527468,Ashley,Montgomery,False
162.2600567,Erin,Torres,True
54.28283978,Theodore,Perry,False
151.5542565,Christopher,Dixon,True
222.5983255,Michael,Lee,True
48.31482285,Brittany,Brandt,False
40.5042865,Rebecca,Pena,False
30.28051132,Harold,Harris,False
136.7173873,Alan,Smith,True
119.288704,Lynn,Petersen,True
125.2351462,Alex,Williams,True
140.6180002,Mrs.,Maria Johnson,True
68.89411817,Teresa,Ramirez,False
211.2927337,Jessica,Williams,True
141.4352496,Eric,Stokes,True
165.8898062,Sarah,Young,True
175.5324232,Nicholas,Hinton,True
22.80591247,David,Merritt,False
118.5845901,Brandy,Murray,True
263.6012569,Melissa,Lewis,True
229.0701726,Adam,Johnson,True
40.1212007,Austin,Roberts,False
115.872854,Ashley,Smith,True
286.1048132,Kimberly,Wheeler,True
136.3706913,Sherry,Coffey,True
218.2138474,Gabriel,Luna,True
264.3412226,Pedro,Warren,True
105.9989784,Shannon,Hill,True
207.9367705,Sydney,Michael,True
29.86397986,Michael,Jordan,False
131.1591051,Douglas,Taylor,True
76.02496714,John,French,False
172.5074853,Thomas,Mueller,True
297.4892429,Gina,George,True
198.9565116,Terri,Solis,True
157.6790093,Pamela,Brown,True
1.245616373,Stacy,Hunter,False
200.4398125,Tracy,Potter,True
169.3693556,Melissa,Clark,True
220.5903602,Melanie,Wood,True
50.63488972,Alexander,Cook,False
23.27699619,Susan,Mitchell,False
185.2114604,Lisa,Johnson,True
194.7100905,Paul,Bender,True
131.0536279,Jennifer,Chase,True
115.2349524,Jennifer,Bridges,True
272.4807622,George,Mejia,True
19.97575403,Amanda,Baker,False
